{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.05178', 'ts': '2018-10-31 12:56:45.051770', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.0361311', 'ts': '2018-10-31 12:56:45.036117', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_19_19', 'transaction_id': 't_1540983405.031583', 'ts': '2018-10-31 12:56:45.031570', 'status': 'success'}
