{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0323572', 'ts': '2018-10-31 12:56:45.032344', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.033421', 'ts': '2018-10-31 12:56:45.033408', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.03618', 'ts': '2018-10-31 12:56:45.036167', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0390131', 'ts': '2018-10-31 12:56:45.039002', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.041228', 'ts': '2018-10-31 12:56:45.041217', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.04356', 'ts': '2018-10-31 12:56:45.043551', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.045839', 'ts': '2018-10-31 12:56:45.045830', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.047115', 'ts': '2018-10-31 12:56:45.047106', 'status': 'failed'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0477881', 'ts': '2018-10-31 12:56:45.047779', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.050431', 'ts': '2018-10-31 12:56:45.050421', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.040925', 'ts': '2018-10-31 12:56:45.040913', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.043343', 'ts': '2018-10-31 12:56:45.043333', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.035546', 'ts': '2018-10-31 12:56:45.035533', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0395908', 'ts': '2018-10-31 12:56:45.039579', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.041761', 'ts': '2018-10-31 12:56:45.041749', 'status': 'failed'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0472808', 'ts': '2018-10-31 12:56:45.047272', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.035', 'ts': '2018-10-31 12:56:45.034987', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.035025', 'ts': '2018-10-31 12:56:45.035012', 'status': 'failed'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0358331', 'ts': '2018-10-31 12:56:45.035819', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.036426', 'ts': '2018-10-31 12:56:45.036413', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.043036', 'ts': '2018-10-31 12:56:45.043026', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.046879', 'ts': '2018-10-31 12:56:45.046870', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0338418', 'ts': '2018-10-31 12:56:45.033829', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.036983', 'ts': '2018-10-31 12:56:45.036971', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.051421', 'ts': '2018-10-31 12:56:45.051412', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.051724', 'ts': '2018-10-31 12:56:45.051714', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.052067', 'ts': '2018-10-31 12:56:45.052058', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.034507', 'ts': '2018-10-31 12:56:45.034493', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.036254', 'ts': '2018-10-31 12:56:45.036241', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.038469', 'ts': '2018-10-31 12:56:45.038457', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.041337', 'ts': '2018-10-31 12:56:45.041326', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0475352', 'ts': '2018-10-31 12:56:45.047525', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.049089', 'ts': '2018-10-31 12:56:45.049065', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.049161', 'ts': '2018-10-31 12:56:45.049136', 'status': 'failed'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.051223', 'ts': '2018-10-31 12:56:45.051213', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.052751', 'ts': '2018-10-31 12:56:45.052742', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.0531142', 'ts': '2018-10-31 12:56:45.053105', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.044178', 'ts': '2018-10-31 12:56:45.044169', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.045677', 'ts': '2018-10-31 12:56:45.045667', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.037544', 'ts': '2018-10-31 12:56:45.037533', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.047445', 'ts': '2018-10-31 12:56:45.047435', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.05297', 'ts': '2018-10-31 12:56:45.052960', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.040709', 'ts': '2018-10-31 12:56:45.040698', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.042608', 'ts': '2018-10-31 12:56:45.042596', 'status': 'failed'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.044377', 'ts': '2018-10-31 12:56:45.044367', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.031361', 'ts': '2018-10-31 12:56:45.031347', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.044395', 'ts': '2018-10-31 12:56:45.044385', 'status': 'success'}
{'customer': 'customer3', 'payment_id': 'customer3_2_2', 'transaction_id': 't_1540983405.045181', 'ts': '2018-10-31 12:56:45.045159', 'status': 'success'}
